batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year,salary,war,year_born,hand2,cp,tp,1B,FBP,avg,OBP,SLG,OPS,p_year,YAB,YOPS
박해민,27.0,144.0,638.0,570.0,96.0,162.0,25.0,8.0,7.0,224.0,54.0,40.0,12.0,50.0,1.0,0.0,78.0,6.0,8.0,9.0,2017,23000,3.128,1990-02-24,우투좌타,중견수,중견수,122.0,51.0,0.284,0.33799999999999997,0.39299999999999996,0.7310000000000001,2018,576.0,0.792
박해민,28.0,144.0,649.0,576.0,114.0,172.0,30.0,10.0,9.0,249.0,68.0,36.0,10.0,56.0,3.0,0.0,99.0,9.0,8.0,6.0,2018,29000,3.502,1990-02-24,우투좌타,중견수,중견수,123.0,59.0,0.299,0.36,0.43200000000000005,0.792,2019,506.0,0.6459999999999999
최선호,24.0,33.0,44.0,42.0,8.0,7.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,2015,3500,-0.58,1991-12-12,좌타좌투,좌익수,좌익수,6.0,0.0,0.16699999999999998,0.16699999999999998,0.19,0.35700000000000004,2016,26.0,0.302
송준석,24.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,2700,0.047,1994-05-04,좌투좌타,좌익수,좌익수,1.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.6659999999999999,2019,51.0,0.626
구자욱,22.0,116.0,465.0,410.0,97.0,143.0,33.0,5.0,11.0,219.0,57.0,17.0,7.0,45.0,6.0,0.0,79.0,3.0,0.0,4.0,2015,8000,5.27,1993-02-12,좌타우투,우익수,우익수,94.0,51.0,0.349,0.41700000000000004,0.534,0.951,2016,428.0,0.967
구자욱,23.0,108.0,495.0,428.0,105.0,147.0,19.0,13.0,14.0,234.0,77.0,10.0,5.0,55.0,5.0,1.0,68.0,4.0,2.0,5.0,2016,8000,4.1930000000000005,1993-02-12,좌타우투,우익수,우익수,101.0,60.0,0.34299999999999997,0.42,0.547,0.967,2017,564.0,0.91
구자욱,24.0,144.0,647.0,564.0,108.0,175.0,39.0,10.0,21.0,297.0,107.0,10.0,4.0,63.0,10.0,1.0,138.0,1.0,0.0,10.0,2017,16000,5.26,1993-02-12,좌타우투,우익수,우익수,105.0,73.0,0.31,0.38299999999999995,0.527,0.91,2018,478.0,0.925
구자욱,25.0,116.0,529.0,478.0,100.0,159.0,26.0,5.0,20.0,255.0,84.0,10.0,0.0,43.0,5.0,2.0,110.0,4.0,1.0,2.0,2018,25000,3.907,1993-02-12,좌타우투,우익수,우익수,108.0,48.0,0.33299999999999996,0.392,0.5329999999999999,0.925,2019,475.0,0.7709999999999999
강한울,23.0,93.0,224.0,208.0,32.0,55.0,5.0,4.0,0.0,68.0,14.0,4.0,2.0,8.0,1.0,0.0,44.0,1.0,6.0,1.0,2014,2400,-0.362,1991-09-12,우투우타,2루수,유격수,46.0,9.0,0.264,0.294,0.327,0.621,2015,264.0,0.508
강한울,24.0,90.0,292.0,264.0,30.0,54.0,8.0,3.0,0.0,68.0,12.0,9.0,4.0,13.0,3.0,0.0,51.0,2.0,12.0,0.0,2015,6000,-0.945,1991-09-12,우투우타,2루수,유격수,43.0,16.0,0.205,0.25,0.258,0.508,2016,298.0,0.643
강한울,25.0,104.0,322.0,298.0,36.0,81.0,13.0,3.0,0.0,100.0,27.0,7.0,3.0,15.0,0.0,0.0,46.0,2.0,9.0,0.0,2016,6000,-0.058,1991-09-12,우투우타,2루수,유격수,65.0,15.0,0.272,0.307,0.336,0.643,2017,412.0,0.6839999999999999
강한울,26.0,135.0,448.0,412.0,58.0,125.0,9.0,3.0,0.0,140.0,24.0,12.0,7.0,26.0,0.0,0.0,57.0,4.0,9.0,1.0,2017,9000,1.597,1991-09-12,우투우타,2루수,유격수,113.0,26.0,0.303,0.344,0.34,0.6839999999999999,2018,193.0,0.612
권정웅,24.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,2700,0.068,1992-11-15,우타우투,포수,포수,1.0,0.0,1.0,1.0,1.0,2.0,2017,99.0,0.7020000000000001
권정웅,25.0,60.0,112.0,99.0,11.0,21.0,3.0,0.0,6.0,42.0,11.0,0.0,0.0,8.0,1.0,0.0,31.0,4.0,4.0,0.0,2017,3000,0.191,1992-11-15,우타우투,포수,포수,12.0,9.0,0.212,0.278,0.424,0.7020000000000001,2018,8.0,0.0
김성윤,18.0,22.0,14.0,12.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2017,2700,-0.048,1999-02-02,좌투좌타,중견수,좌익수,0.0,2.0,0.083,0.214,0.33299999999999996,0.547,2018,2.0,0.0
안주형,24.0,10.0,10.0,10.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017,2700,-0.338,1993-08-14,우투좌타,2루수,2루수,2.0,0.0,0.3,0.3,0.4,0.7,2018,8.0,0.5
진갑용,23.0,95.0,309.0,281.0,21.0,68.0,7.0,0.0,4.0,87.0,20.0,2.0,0.0,20.0,6.0,0.0,44.0,7.0,2.0,0.0,1997,2000,1.226,1974-05-08,우투우타,포수,포수,57.0,26.0,0.242,0.306,0.31,0.616,1998,253.0,0.6619999999999999
진갑용,24.0,88.0,271.0,253.0,12.0,68.0,14.0,1.0,2.0,90.0,22.0,1.0,1.0,14.0,0.0,0.0,44.0,10.0,3.0,1.0,1998,3200,1.217,1974-05-08,우투우타,포수,포수,51.0,14.0,0.26899999999999996,0.306,0.35600000000000004,0.6619999999999999,1999,156.0,0.573
진갑용,25.0,68.0,172.0,156.0,13.0,33.0,3.0,0.0,4.0,48.0,17.0,0.0,2.0,10.0,2.0,0.0,29.0,7.0,2.0,2.0,1999,3200,-0.168,1974-05-08,우투우타,포수,포수,26.0,12.0,0.212,0.265,0.308,0.573,2000,297.0,0.7340000000000001
진갑용,26.0,114.0,330.0,297.0,30.0,81.0,14.0,0.0,8.0,119.0,58.0,2.0,1.0,23.0,6.0,0.0,45.0,7.0,0.0,4.0,2000,5000,2.002,1974-05-08,우투우타,포수,포수,59.0,29.0,0.273,0.33299999999999996,0.401,0.7340000000000001,2001,314.0,0.8260000000000001
진갑용,27.0,89.0,349.0,314.0,54.0,96.0,25.0,2.0,7.0,146.0,57.0,2.0,3.0,23.0,7.0,2.0,37.0,4.0,0.0,5.0,2001,7000,2.977,1974-05-08,우투우타,포수,포수,62.0,30.0,0.306,0.361,0.465,0.8260000000000001,2002,462.0,0.812
진갑용,28.0,133.0,517.0,462.0,58.0,130.0,29.0,1.0,18.0,215.0,86.0,0.0,0.0,41.0,8.0,4.0,56.0,13.0,1.0,5.0,2002,9500,4.592,1974-05-08,우투우타,포수,포수,82.0,49.0,0.281,0.34700000000000003,0.465,0.812,2003,435.0,0.846
진갑용,29.0,126.0,485.0,435.0,64.0,126.0,20.0,2.0,21.0,213.0,53.0,1.0,1.0,36.0,10.0,3.0,34.0,13.0,2.0,2.0,2003,20000,4.748,1974-05-08,우투우타,포수,포수,83.0,46.0,0.29,0.35600000000000004,0.49,0.846,2004,439.0,0.831
진갑용,30.0,129.0,491.0,439.0,60.0,122.0,20.0,0.0,24.0,214.0,71.0,0.0,0.0,34.0,12.0,2.0,51.0,16.0,2.0,4.0,2004,24000,4.5310000000000015,1974-05-08,우투우타,포수,포수,78.0,46.0,0.278,0.344,0.48700000000000004,0.831,2005,347.0,0.754
진갑용,31.0,110.0,406.0,347.0,34.0,100.0,17.0,0.0,6.0,135.0,41.0,1.0,1.0,36.0,8.0,1.0,47.0,8.0,11.0,4.0,2005,24000,2.9610000000000003,1974-05-08,우투우타,포수,포수,77.0,44.0,0.28800000000000003,0.365,0.389,0.754,2006,358.0,0.742
진갑용,32.0,110.0,408.0,358.0,28.0,103.0,22.0,0.0,6.0,143.0,47.0,1.0,2.0,29.0,5.0,0.0,37.0,18.0,9.0,7.0,2006,30000,3.189,1974-05-08,우투우타,포수,포수,75.0,34.0,0.28800000000000003,0.34299999999999997,0.39899999999999997,0.742,2007,362.0,0.6639999999999999
진갑용,33.0,122.0,427.0,362.0,28.0,89.0,12.0,0.0,5.0,116.0,39.0,0.0,1.0,49.0,7.0,2.0,38.0,9.0,5.0,4.0,2007,50000,2.245,1974-05-08,우투우타,포수,포수,72.0,56.0,0.24600000000000002,0.344,0.32,0.6639999999999999,2008,272.0,0.7749999999999999
진갑용,34.0,105.0,313.0,272.0,34.0,76.0,7.0,0.0,11.0,116.0,45.0,1.0,1.0,30.0,1.0,3.0,41.0,6.0,6.0,4.0,2008,50000,2.438,1974-05-08,우투우타,포수,포수,58.0,31.0,0.27899999999999997,0.349,0.426,0.7749999999999999,2009,142.0,0.652
진갑용,35.0,57.0,165.0,142.0,10.0,33.0,3.0,1.0,3.0,47.0,20.0,1.0,2.0,15.0,4.0,0.0,23.0,5.0,3.0,1.0,2009,50000,0.381,1974-05-08,우투우타,포수,포수,26.0,19.0,0.23199999999999998,0.321,0.331,0.652,2010,259.0,0.784
진갑용,36.0,100.0,320.0,259.0,36.0,68.0,8.0,0.0,10.0,106.0,28.0,0.0,0.0,45.0,2.0,2.0,57.0,7.0,13.0,1.0,2010,35000,2.259,1974-05-08,우투우타,포수,포수,50.0,47.0,0.263,0.375,0.409,0.784,2011,286.0,0.759
진갑용,37.0,112.0,331.0,286.0,26.0,78.0,7.0,0.0,10.0,115.0,42.0,1.0,0.0,35.0,3.0,2.0,53.0,10.0,6.0,1.0,2011,35000,2.565,1974-05-08,우투우타,포수,포수,61.0,38.0,0.273,0.35700000000000004,0.402,0.759,2012,313.0,0.7729999999999999
진갑용,38.0,114.0,349.0,313.0,27.0,96.0,15.0,1.0,6.0,131.0,57.0,0.0,0.0,17.0,7.0,1.0,46.0,6.0,10.0,2.0,2012,40000,3.102,1974-05-08,우투우타,포수,포수,74.0,24.0,0.307,0.354,0.419,0.7729999999999999,2013,181.0,0.75
진갑용,39.0,101.0,204.0,181.0,22.0,49.0,9.0,0.0,6.0,76.0,36.0,0.0,0.0,12.0,5.0,0.0,28.0,5.0,4.0,2.0,2013,40000,1.337,1974-05-08,우투우타,포수,포수,34.0,17.0,0.271,0.33,0.42,0.75,2014,17.0,0.8240000000000001
진갑용,40.0,11.0,17.0,17.0,2.0,7.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,25000,0.051,1974-05-08,우투우타,포수,포수,7.0,0.0,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.8240000000000001,2015,68.0,0.841
김창혁,27.0,6.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2018,2400,-0.049,1991-05-17,우투우타,포수,포수,1.0,0.0,0.2,0.2,0.3,0.5,2019,2.0,0.0
최재훈,23.0,69.0,104.0,91.0,9.0,19.0,4.0,0.0,1.0,26.0,8.0,0.0,0.0,4.0,4.0,0.0,17.0,1.0,4.0,1.0,2012,2500,0.134,1989-08-27,우투우타,포수,포수,14.0,8.0,0.209,0.27,0.28600000000000003,0.556,2013,89.0,0.758
최재훈,24.0,60.0,108.0,89.0,12.0,24.0,5.0,0.0,2.0,35.0,8.0,0.0,0.0,6.0,8.0,0.0,19.0,3.0,4.0,1.0,2013,3500,0.759,1989-08-27,우투우타,포수,포수,17.0,14.0,0.27,0.365,0.39299999999999996,0.758,2014,112.0,0.599
최재훈,25.0,48.0,125.0,112.0,9.0,27.0,3.0,1.0,1.0,35.0,10.0,0.0,2.0,5.0,3.0,0.0,22.0,3.0,3.0,2.0,2014,5000,0.022,1989-08-27,우투우타,포수,포수,22.0,8.0,0.24100000000000002,0.287,0.312,0.599,2015,99.0,0.416
최재훈,26.0,71.0,114.0,99.0,6.0,15.0,3.0,0.0,0.0,18.0,7.0,0.0,0.0,3.0,8.0,0.0,19.0,6.0,3.0,1.0,2015,6800,-0.7090000000000001,1989-08-27,우투우타,포수,포수,12.0,11.0,0.152,0.23399999999999999,0.182,0.416,2016,18.0,0.495
최재훈,27.0,22.0,22.0,18.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2016,6800,-0.08199999999999999,1989-08-27,우투우타,포수,포수,2.0,3.0,0.16699999999999998,0.273,0.222,0.495,2017,269.0,0.645
최재훈,28.0,104.0,309.0,269.0,22.0,69.0,10.0,0.0,1.0,82.0,16.0,0.0,2.0,26.0,8.0,0.0,36.0,10.0,6.0,0.0,2017,6800,0.433,1989-08-27,우투우타,포수,포수,58.0,34.0,0.257,0.34,0.305,0.645,2018,298.0,0.6659999999999999
최재훈,29.0,128.0,341.0,298.0,36.0,78.0,17.0,0.0,1.0,98.0,27.0,8.0,0.0,20.0,15.0,0.0,61.0,8.0,6.0,2.0,2018,8000,0.836,1989-08-27,우투우타,포수,포수,60.0,35.0,0.262,0.337,0.32899999999999996,0.6659999999999999,2019,373.0,0.76
지성준,21.0,9.0,12.0,12.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2015,2700,-0.059,1994-04-10,우타우투,포수,포수,2.0,0.0,0.25,0.25,0.33299999999999996,0.583,2016,0.0,
지성준,24.0,99.0,224.0,207.0,22.0,57.0,7.0,0.0,7.0,85.0,29.0,1.0,0.0,12.0,2.0,0.0,55.0,6.0,2.0,1.0,2018,2800,0.491,1994-04-10,우타우투,포수,포수,43.0,14.0,0.275,0.32,0.41100000000000003,0.731,2019,104.0,0.649
하주석,18.0,70.0,141.0,127.0,10.0,22.0,1.0,0.0,1.0,26.0,4.0,7.0,2.0,9.0,0.0,0.0,50.0,2.0,5.0,0.0,2012,2400,-0.402,1994-02-25,우투좌타,유격수,유격수,20.0,9.0,0.17300000000000001,0.228,0.205,0.433,2013,11.0,0.182
하주석,21.0,4.0,11.0,10.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2015,3200,0.262,1994-02-25,우투좌타,유격수,유격수,3.0,1.0,0.3,0.364,0.3,0.6639999999999999,2016,405.0,0.733
하주석,22.0,115.0,441.0,405.0,58.0,113.0,21.0,1.0,10.0,166.0,57.0,5.0,7.0,18.0,9.0,1.0,115.0,3.0,8.0,1.0,2016,3200,-0.599,1994-02-25,우투좌타,유격수,유격수,81.0,27.0,0.27899999999999997,0.32299999999999995,0.41,0.733,2017,432.0,0.768
하주석,23.0,111.0,470.0,432.0,69.0,123.0,18.0,8.0,11.0,190.0,52.0,7.0,6.0,23.0,5.0,0.0,83.0,6.0,9.0,1.0,2017,9000,1.883,1994-02-25,우투좌타,유격수,유격수,86.0,28.0,0.285,0.32799999999999996,0.44,0.768,2018,484.0,0.6639999999999999
하주석,24.0,141.0,517.0,484.0,67.0,123.0,20.0,3.0,9.0,176.0,52.0,14.0,12.0,28.0,4.0,0.0,130.0,7.0,1.0,0.0,2018,12000,0.805,1994-02-25,우투좌타,유격수,유격수,91.0,32.0,0.254,0.3,0.364,0.6639999999999999,2019,19.0,0.631
오선진,19.0,46.0,31.0,30.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2008,2400,-0.265,1989-07-07,우투우타,유격수,유격수,3.0,1.0,0.133,0.161,0.16699999999999998,0.32799999999999996,2009,175.0,0.659
오선진,20.0,79.0,191.0,175.0,20.0,46.0,9.0,1.0,2.0,63.0,14.0,3.0,2.0,8.0,1.0,0.0,43.0,7.0,7.0,0.0,2009,2500,0.043,1989-07-07,우투우타,유격수,유격수,34.0,9.0,0.263,0.299,0.36,0.659,2010,221.0,0.469
오선진,21.0,108.0,240.0,221.0,24.0,44.0,5.0,0.0,0.0,49.0,14.0,7.0,2.0,12.0,2.0,0.0,57.0,7.0,5.0,0.0,2010,3000,-0.957,1989-07-07,우투우타,유격수,유격수,39.0,14.0,0.19899999999999998,0.247,0.222,0.469,2011,107.0,0.499
오선진,22.0,68.0,120.0,107.0,15.0,22.0,3.0,0.0,0.0,25.0,7.0,3.0,3.0,5.0,4.0,0.0,21.0,3.0,3.0,1.0,2011,3300,-0.343,1989-07-07,우투우타,유격수,유격수,19.0,9.0,0.20600000000000002,0.265,0.23399999999999999,0.499,2012,399.0,0.6619999999999999
오선진,23.0,110.0,446.0,399.0,33.0,105.0,18.0,3.0,3.0,138.0,41.0,14.0,9.0,25.0,7.0,0.0,65.0,7.0,13.0,2.0,2012,3800,1.686,1989-07-07,우투우타,유격수,유격수,81.0,32.0,0.263,0.316,0.34600000000000003,0.6619999999999999,2013,256.0,0.616
오선진,27.0,57.0,53.0,43.0,6.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0,3.0,0.0,2016,8000,-0.092,1989-07-07,우투우타,유격수,유격수,7.0,7.0,0.163,0.28,0.163,0.4430000000000001,2017,184.0,0.773
오선진,28.0,65.0,209.0,184.0,23.0,57.0,11.0,0.0,2.0,74.0,21.0,3.0,5.0,15.0,4.0,0.0,22.0,5.0,4.0,2.0,2017,7600,0.7190000000000001,1989-07-07,우투우타,유격수,유격수,44.0,19.0,0.31,0.371,0.402,0.773,2018,133.0,0.5680000000000001
오선진,29.0,56.0,148.0,133.0,14.0,30.0,4.0,0.0,1.0,37.0,9.0,3.0,0.0,7.0,5.0,0.0,33.0,2.0,3.0,0.0,2018,8600,-0.57,1989-07-07,우투우타,유격수,유격수,25.0,12.0,0.226,0.29,0.278,0.5680000000000001,2019,392.0,0.595
송광민,23.0,18.0,20.0,20.0,4.0,7.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2006,2400,0.31,1983-06-24,우투우타,3루수,3루수,5.0,0.0,0.35,0.35,0.65,1.0,2007,39.0,0.451
송광민,24.0,30.0,42.0,39.0,4.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,2007,2400,-0.202,1983-06-24,우투우타,3루수,3루수,7.0,1.0,0.205,0.22,0.231,0.451,2008,140.0,0.804
송광민,25.0,75.0,154.0,140.0,19.0,38.0,7.0,0.0,7.0,66.0,23.0,0.0,0.0,10.0,3.0,0.0,44.0,5.0,1.0,0.0,2008,2900,0.89,1983-06-24,우투우타,3루수,3루수,24.0,13.0,0.271,0.33299999999999996,0.47100000000000003,0.804,2009,417.0,0.6930000000000001
송광민,26.0,116.0,440.0,417.0,50.0,109.0,15.0,1.0,14.0,168.0,43.0,5.0,0.0,12.0,5.0,1.0,109.0,13.0,5.0,1.0,2009,4000,1.149,1983-06-24,우투우타,3루수,3루수,79.0,17.0,0.261,0.29,0.40299999999999997,0.6930000000000001,2010,263.0,0.685
송광민,30.0,67.0,268.0,245.0,33.0,64.0,13.0,0.0,7.0,98.0,33.0,1.0,1.0,18.0,4.0,0.0,62.0,8.0,1.0,0.0,2013,6000,1.431,1983-06-24,우투우타,3루수,3루수,44.0,22.0,0.261,0.322,0.4,0.722,2014,389.0,0.825
송광민,31.0,103.0,421.0,389.0,52.0,123.0,22.0,2.0,11.0,182.0,58.0,3.0,2.0,26.0,0.0,2.0,73.0,15.0,4.0,2.0,2014,7000,1.694,1983-06-24,우투우타,3루수,3루수,88.0,26.0,0.316,0.35700000000000004,0.46799999999999997,0.825,2015,37.0,0.597
송광민,32.0,12.0,41.0,37.0,2.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,0.0,2015,10000,0.121,1983-06-24,우투우타,3루수,3루수,7.0,3.0,0.243,0.3,0.297,0.597,2016,449.0,0.8740000000000001
송광민,33.0,116.0,494.0,449.0,80.0,146.0,27.0,2.0,17.0,228.0,83.0,3.0,0.0,28.0,4.0,0.0,86.0,16.0,7.0,6.0,2016,10000,3.415,1983-06-24,우투우타,3루수,3루수,100.0,32.0,0.325,0.366,0.508,0.8740000000000001,2017,437.0,0.8320000000000001
송광민,34.0,117.0,473.0,437.0,71.0,143.0,26.0,0.0,13.0,208.0,75.0,2.0,3.0,21.0,3.0,1.0,88.0,11.0,4.0,8.0,2017,20000,2.998,1983-06-24,우투우타,3루수,3루수,104.0,24.0,0.327,0.35600000000000004,0.47600000000000003,0.8320000000000001,2018,434.0,0.8049999999999999
송광민,35.0,113.0,460.0,434.0,63.0,129.0,24.0,0.0,18.0,207.0,79.0,4.0,4.0,18.0,4.0,0.0,93.0,13.0,0.0,4.0,2018,24000,1.579,1983-06-24,우투우타,3루수,3루수,87.0,22.0,0.297,0.32799999999999996,0.47700000000000004,0.8049999999999999,2019,454.0,0.6509999999999999
김태연,20.0,12.0,22.0,21.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2017,2700,-0.52,1997-06-10,우투우타,3루수,3루수,0.0,1.0,0.048,0.091,0.19,0.281,2018,26.0,0.507
김태연,21.0,24.0,30.0,26.0,7.0,5.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,2018,3000,-0.14800000000000002,1997-06-10,우투우타,3루수,3루수,4.0,3.0,0.192,0.276,0.231,0.507,2019,4.0,1.0
강경학,22.0,41.0,103.0,86.0,11.0,19.0,2.0,3.0,1.0,30.0,7.0,0.0,0.0,13.0,2.0,0.0,28.0,1.0,2.0,0.0,2014,2400,0.053,1992-08-11,우투좌타,유격수,2루수,13.0,15.0,0.221,0.337,0.349,0.6859999999999999,2015,311.0,0.6729999999999999
강경학,23.0,120.0,376.0,311.0,50.0,80.0,7.0,4.0,2.0,101.0,27.0,4.0,3.0,40.0,5.0,1.0,58.0,3.0,18.0,3.0,2015,6500,0.01,1992-08-11,우투좌타,유격수,2루수,67.0,45.0,0.257,0.348,0.325,0.6729999999999999,2016,101.0,0.489
강경학,24.0,46.0,116.0,101.0,16.0,16.0,3.0,2.0,1.0,26.0,7.0,0.0,0.0,8.0,2.0,0.0,30.0,5.0,4.0,1.0,2016,6500,-0.943,1992-08-11,우투좌타,유격수,2루수,10.0,10.0,0.158,0.23199999999999998,0.257,0.489,2017,84.0,0.552
강경학,25.0,59.0,93.0,84.0,17.0,18.0,2.0,1.0,0.0,22.0,4.0,1.0,1.0,8.0,1.0,0.0,19.0,1.0,0.0,0.0,2017,6200,-0.441,1992-08-11,우투좌타,유격수,2루수,15.0,9.0,0.214,0.29,0.262,0.552,2018,245.0,0.774
강경학,26.0,77.0,289.0,245.0,42.0,68.0,11.0,1.0,5.0,96.0,27.0,6.0,3.0,38.0,4.0,0.0,59.0,7.0,1.0,1.0,2018,5800,1.75,1992-08-11,우투좌타,유격수,2루수,51.0,42.0,0.278,0.382,0.392,0.774,2019,113.0,0.615
김회성,24.0,20.0,32.0,28.0,3.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,12.0,2.0,0.0,0.0,2009,2400,-0.14400000000000002,1985-12-04,우투우타,1루수,3루수,2.0,4.0,0.14300000000000002,0.25,0.214,0.464,2010,17.0,0.105
김회성,25.0,11.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,2010,2400,-0.307,1985-12-04,우투우타,1루수,3루수,0.0,2.0,0.0,0.105,0.0,0.105,2011,49.0,0.5860000000000001
김회성,29.0,59.0,162.0,140.0,21.0,33.0,8.0,1.0,6.0,61.0,18.0,0.0,0.0,14.0,4.0,0.0,45.0,4.0,3.0,1.0,2014,3400,0.331,1985-12-04,우투우타,1루수,3루수,18.0,18.0,0.23600000000000002,0.321,0.436,0.757,2015,225.0,0.8049999999999999
김회성,30.0,83.0,268.0,225.0,36.0,47.0,10.0,2.0,16.0,109.0,35.0,2.0,4.0,28.0,10.0,0.0,58.0,4.0,3.0,2.0,2015,5500,1.676,1985-12-04,우투우타,1루수,3루수,19.0,38.0,0.209,0.321,0.484,0.8049999999999999,2016,45.0,0.612
김회성,31.0,28.0,58.0,45.0,12.0,9.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,9.0,2.0,0.0,17.0,1.0,0.0,2.0,2016,5500,-0.117,1985-12-04,우투우타,1루수,3루수,8.0,11.0,0.2,0.345,0.267,0.612,2017,85.0,0.7310000000000001
김회성,32.0,54.0,103.0,85.0,10.0,20.0,4.0,0.0,3.0,33.0,13.0,0.0,0.0,13.0,2.0,0.0,24.0,3.0,1.0,2.0,2017,5500,0.145,1985-12-04,우투우타,1루수,3루수,13.0,15.0,0.235,0.34299999999999997,0.38799999999999996,0.7310000000000001,2018,85.0,0.823
김회성,33.0,58.0,102.0,85.0,15.0,22.0,5.0,0.0,4.0,39.0,17.0,1.0,0.0,11.0,3.0,0.0,26.0,3.0,3.0,0.0,2018,5800,0.462,1985-12-04,우투우타,1루수,3루수,13.0,14.0,0.259,0.364,0.45899999999999996,0.823,2019,104.0,0.6579999999999999
김인환,24.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2018,2800,-0.202,1994-01-28,우투좌타,1루수,1루수,0.0,0.0,0.0,0.0,0.0,0.0,2019,42.0,0.47700000000000004
정은원,18.0,98.0,227.0,201.0,33.0,50.0,5.0,3.0,4.0,73.0,20.0,5.0,1.0,22.0,1.0,0.0,50.0,0.0,2.0,1.0,2018,2700,-0.021,2000-01-17,우투좌타,2루수,2루수,38.0,23.0,0.249,0.324,0.363,0.687,2019,564.0,0.6910000000000001
이성열,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2004,2000,0.006999999999999999,1984-07-13,우투양타,우익수,우익수,0.0,0.0,0.0,0.0,0.0,0.0,2005,187.0,0.823
이성열,21.0,102.0,230.0,187.0,34.0,44.0,7.0,3.0,9.0,84.0,30.0,3.0,1.0,21.0,21.0,3.0,78.0,0.0,0.0,1.0,2005,2000,2.494,1984-07-13,우투양타,우익수,우익수,25.0,42.0,0.235,0.374,0.449,0.823,2006,120.0,0.65
이성열,22.0,56.0,143.0,120.0,13.0,26.0,8.0,0.0,2.0,40.0,13.0,2.0,1.0,11.0,8.0,0.0,46.0,2.0,1.0,3.0,2006,3200,0.114,1984-07-13,우투양타,우익수,우익수,16.0,19.0,0.217,0.317,0.33299999999999996,0.65,2007,141.0,0.654
이성열,23.0,75.0,158.0,141.0,20.0,35.0,6.0,2.0,1.0,48.0,14.0,7.0,1.0,9.0,5.0,1.0,51.0,2.0,2.0,1.0,2007,3000,0.14800000000000002,1984-07-13,우투양타,우익수,우익수,26.0,14.0,0.248,0.314,0.34,0.654,2008,216.0,0.61
이성열,24.0,84.0,254.0,216.0,23.0,47.0,7.0,2.0,1.0,61.0,29.0,8.0,4.0,26.0,10.0,2.0,72.0,5.0,1.0,1.0,2008,3000,0.206,1984-07-13,우투양타,우익수,우익수,37.0,36.0,0.218,0.32799999999999996,0.282,0.61,2009,69.0,0.7190000000000001
